Country.Name,SDG.Region,UNICEF.Region,UNICEF.Programme.Region,Rate,Year,Deaths
31,203,211,211,3.4296,1998,271
32,202,209,209,6.1963,1998,1598
33,206,213,214,23.4101,1998,397700
34,201,214,213,42.8579,1998,30626
35,201,214,213,37.8923,1998,22256
36,201,214,213,39.1101,1998,80949
37,201,214,213,31.019,1998,3452
38,205,213,214,10.6645,1998,5
39,202,209,209,14.3173,1998,12588
40,201,208,208,41.344,1998,792
41,201,214,213,18.5026,1998,250
42,202,209,209,7.8522,1998,619
43,202,209,209,4.359,1998,648
44,204,211,211,4.0418,1998,50
45,203,211,211,3.1867,1998,287
46,203,211,211,2.8404,1998,2228
47,201,208,212,44.5869,1998,1025
48,202,209,209,12.9108,1998,16
49,203,211,211,3.7428,1998,247
50,202,209,209,23.1742,1998,4850
51,204,212,212,22.9541,1998,13760
52,202,209,209,15.8932,1998,5130
53,204,212,212,24.2483,1998,46106
54,201,208,208,28.1729,1998,2594
55,203,211,211,3.0301,1998,1108
56,203,211,211,6.3463,1998,78
57,201,208,208,50.3135,1998,145507
58,203,211,211,2.6817,1998,154
59,205,213,214,10.1079,1998,205
60,203,211,211,2.9119,1998,2142
61,205,213,214,21.3189,1998,78
62,201,214,213,28.691,1998,1171
63,203,211,211,3.8653,1998,2759
64,204,210,210,23.7561,1998,1377
65,201,214,213,37.4426,1998,24701
66,201,214,213,51.6727,1998,17664
67,201,214,213,42.0137,1998,2512
68,201,214,213,57.0952,1998,2916
69,201,214,213,47.4977,1998,1256
70,203,211,211,4.5846,1998,501
71,202,209,209,7.8448,1998,16
72,202,209,209,22.6792,1998,9088
73,202,209,209,28.2904,1998,581
74,202,209,209,18.8467,1998,4166
75,203,210,210,5.6792,1998,282
76,202,209,209,31.2301,1998,8208
77,203,211,211,6.3428,1998,617
78,206,213,214,24.707,1998,117218
79,200,207,207,47.387,1998,1344037
80,203,211,211,4.0564,1998,215
81,200,212,212,20.4162,1998,21722
82,204,212,212,24.4651,1998,20855
83,203,211,211,2.3491,1998,10
84,204,212,211,3.8513,1998,492
85,203,211,211,3.9411,1998,2097
86,202,209,209,16.6541,1998,965
87,204,212,212,16.6308,1998,2544
88,206,213,211,1.8948,1998,2295
89,200,210,210,24.6448,1998,6247
90,201,208,208,26.1096,1998,30624
91,200,210,210,21.9908,1998,2460
92,206,213,214,37.8776,1998,13019
93,205,213,214,29.0691,1998,81
94,202,209,209,17.6708,1998,16
95,206,213,211,3.8719,1998,2452
96,204,212,212,7.0206,1998,286
97,206,213,214,39.9678,1998,7365
98,204,212,212,13.1673,1998,1179
99,201,214,213,52.6493,1998,6011
100,204,212,212,15.9637,1998,1766
101,202,209,209,10.7251,1998,36
102,200,207,207,11.3627,1998,3692
103,201,208,208,38.5023,1998,2304
104,203,211,211,5.0538,1998,197
105,203,211,211,2.5588,1998,14
106,203,211,211,8.6368,1998,168
107,204,212,212,30.228,1998,20228
108,203,211,211,2.994,1998,1
109,203,210,210,23.0743,1998,1259
110,201,208,208,32.7279,1998,21103
111,200,207,207,26.876,1998,177
112,202,209,209,15.9866,1998,37827
113,205,213,214,18.4375,1998,35
114,203,210,210,10.3498,1998,273
115,201,214,213,54.2207,1998,26625
116,203,211,211,5.4879,1998,26
117,206,213,214,39.9192,1998,41959
118,203,210,210,8.6769,1998,81
119,206,213,214,26.3171,1998,1338
120,201,208,208,51.2256,1998,38340
121,201,214,213,41.2028,1998,4043
122,202,209,209,8.0105,1998,0
123,201,208,211,14.8361,1998,291
124,201,208,208,42.2798,1998,20977
125,206,213,214,5.785,1998,3138
126,201,208,208,24.8983,1998,1404
127,201,214,213,46.7307,1998,27066
128,201,214,213,48.2391,1998,241017
129,202,209,209,17.7968,1998,2581
130,205,213,214,16.596,1998,1
131,203,211,211,3.744,1998,745
132,203,211,211,2.7668,1998,162
133,200,207,207,43.2907,1998,33231
134,205,213,214,26.6193,1998,8
135,205,213,211,3.5064,1998,194
136,204,212,212,8.3833,1998,505
137,200,207,207,59.0475,1998,318033
138,202,209,209,15.0164,1998,1045
139,202,209,209,18.3261,1998,11737
140,206,213,214,16.7136,1998,37062
141,205,213,214,15.2539,1998,4
142,205,213,214,31.7734,1998,5618
143,203,211,211,6.9453,1998,2730
144,206,213,214,38.4328,1998,16563
145,203,211,211,3.7579,1998,425
146,202,209,209,18.8537,1998,2669
147,204,212,212,17.6998,1998,2084
148,204,212,212,7.2239,1998,79
149,203,210,210,30.091,1998,1439
150,203,210,210,11.8084,1998,2735
151,203,210,211,9.5741,1998,12428
152,201,208,208,49.1651,1998,16089
153,204,212,212,13.0591,1998,7598
154,204,208,212,38.702,1998,37408
155,201,214,213,39.6089,1998,14398
156,206,213,211,1.8699,1998,85
157,205,213,214,12.9603,1998,190
158,201,214,213,50.3681,1998,10253
159,202,209,209,16.5659,1998,2883
160,203,211,211,3.0886,1998,1
161,201,208,208,44.0776,1998,17740
162,203,210,210,8.5985,1998,566
163,201,208,208,58.2338,1998,17416
164,201,214,213,23.0499,1998,126
165,202,209,209,17.3856,1998,202
166,203,211,211,5.5459,1998,318
167,203,211,211,3.4775,1998,63
168,203,211,211,2.3534,1998,208
169,201,208,208,28.3223,1998,918
170,201,208,211,8.7797,1998,12
171,204,212,212,12.7829,1998,6217
172,202,209,209,6.3324,1998,3
173,201,214,213,46.0264,1998,18504
174,201,214,213,38.426,1998,7038
175,206,213,214,13.1982,1998,12700
176,200,210,210,29.7862,1998,6178
177,200,210,210,30.8635,1998,3477
178,206,213,214,42.5797,1998,1449
179,205,213,214,7.5544,1998,23
180,202,209,209,17.8597,1998,360
181,204,212,212,20.5174,1998,3615
182,204,210,210,20.629,1998,29521
183,205,213,214,25.4588,1998,7
184,201,208,208,34.8605,1998,48257
185,201,208,208,34.5137,1998,38345
186,203,210,210,11.8569,1998,4974
187,202,209,209,8.7553,1998,473
188,203,215,211,4.7512,1998,18737
189,200,210,210,30.0594,1998,17645
190,202,209,209,12.8086,1998,30
191,202,209,209,11.2601,1998,6509
192,202,209,209,9.3561,1998,2
193,206,213,214,16.7682,1998,23958
194,205,213,214,12.7237,1998,79
195,205,213,214,9.3279,1998,54
196,204,212,212,39.3284,1998,28773
197,201,208,208,18.7324,1998,19268
198,201,208,208,36.6922,1998,15942
199,201,208,208,25.8029,1998,10292
0,200,207,207,63.9812,1999,61834
1,201,208,208,51.0161,1999,38573
2,202,209,209,6.6117,1999,1
3,203,210,210,12.2411,1999,714
4,203,211,211,3.7109,1999,3
5,204,212,212,5.9938,1999,304
6,202,209,209,11.0682,1999,7981
7,204,210,210,16.6527,1999,715
8,202,209,209,10.0935,1999,13
9,205,213,211,3.5381,1999,878
10,203,211,211,3.1019,1999,242
11,204,210,210,35.8902,1999,5195
12,201,208,208,37.6338,1999,9783
13,203,211,211,3.1351,1999,357
14,201,214,213,39.635,1999,11348
15,201,214,213,41.2023,1999,21525
16,200,207,207,46.2669,1999,172143
17,203,210,210,8.1184,1999,576
18,204,212,212,5.1922,1999,76
19,202,209,211,7.586,1999,46
20,203,210,210,7.0544,1999,309
21,203,210,210,6.2832,1999,616
22,202,209,209,12.3893,1999,89
23,202,209,209,30.627,1999,7859
24,202,209,209,19.962,1999,70815
25,202,209,209,8.9303,1999,33
26,206,213,211,4.9323,1999,31
27,200,207,207,33.2259,1999,507
28,201,208,208,9.6052,1999,468
29,201,214,213,44.2103,1999,7000
30,203,215,211,3.7481,1999,1259
31,203,211,211,3.4485,1999,269
32,202,209,209,6.0002,1999,1505
33,206,213,214,22.3543,1999,373163
34,201,214,213,42.0363,1999,30921
35,201,214,213,36.9825,1999,22432
36,201,214,213,38.7311,1999,82323
37,201,214,213,31.0789,1999,3531
38,205,213,214,10.1562,1999,4
39,202,209,209,13.8671,1999,12123
40,201,208,208,40.8327,1999,787
41,201,214,213,18.0117,1999,242
42,202,209,209,7.7522,1999,613
43,202,209,209,4.1998,1999,619
44,204,211,211,3.7732,1999,45
45,203,211,211,2.8967,1999,258
46,203,211,211,2.7909,1999,2149
47,201,208,212,43.9425,1999,1048
48,202,209,209,13.4538,1999,18
49,203,211,211,3.6281,1999,240
50,202,209,209,23.1744,1999,4881
51,204,212,212,22.6437,1999,13523
52,202,209,209,14.9104,1999,4807
53,204,212,212,23.3572,1999,44651
54,201,208,208,27.5894,1999,2485
55,203,211,211,2.8846,1999,1096
56,203,211,211,5.7946,1999,72
57,201,208,208,49.2666,1999,144971
58,203,211,211,2.5761,1999,148
59,205,213,214,9.9545,1999,202
60,203,211,211,2.8063,1999,2092
61,205,213,214,20.8763,1999,75
62,201,214,213,28.3643,1999,1177
63,203,211,211,3.8296,1999,2671
64,204,210,210,23.2622,1999,1266
65,201,214,213,36.705,1999,24916
66,201,214,213,49.067,1999,16978
67,201,214,213,41.0075,1999,2498
68,201,214,213,55.9336,1999,2890
69,201,214,213,46.9448,1999,1275
70,203,211,211,4.2424,1999,462
71,202,209,209,7.8592,1999,15
72,202,209,209,22.0528,1999,8843
73,202,209,209,27.7064,1999,558
74,202,209,209,18.1536,1999,4066
75,203,210,210,5.6721,1999,266
76,202,209,209,30.5846,1999,8066
77,203,211,211,6.0386,1999,573
78,206,213,214,23.7648,1999,111289
79,200,207,207,46.0641,1999,1305900
80,203,211,211,4.0556,1999,215
81,200,212,212,19.9419,1999,21240
82,204,212,212,24.215,1999,21124
83,203,211,211,2.2233,1999,9
84,204,212,211,3.7048,1999,479
85,203,211,211,3.6957,1999,1989
86,202,209,209,16.4343,1999,906
87,204,212,212,16.3432,1999,2479
88,206,213,211,1.8238,1999,2174
89,200,210,210,24.1688,1999,5916
90,201,208,208,25.8316,1999,30937
91,200,210,210,20.8594,1999,2292
92,206,213,214,36.8999,1999,12583
93,205,213,214,28.3447,1999,78
94,202,209,209,17.1761,1999,15
95,206,213,211,3.6132,1999,2195
96,204,212,212,6.7668,1999,276
97,206,213,214,39.0319,1999,7208
98,204,212,212,12.5048,1999,1114
99,201,214,213,50.8065,1999,6173
100,204,212,212,15.4532,1999,1694
101,202,209,209,11.0229,1999,35
102,200,207,207,10.6214,1999,3518
103,201,208,208,38.0504,1999,2240
104,203,211,211,4.7323,1999,182
105,203,211,211,2.4145,1999,13
106,203,211,211,7.844,1999,158
107,204,212,212,29.3924,1999,19227
108,203,211,211,2.8838,1999,1
109,203,210,210,22.0356,1999,1139
110,201,208,208,31.867,1999,20779
111,200,207,207,24.6599,1999,152
112,202,209,209,15.0936,1999,35852
113,205,213,214,18.7712,1999,36
114,203,210,210,9.7373,1999,242
115,201,214,213,52.6393,1999,26971
116,203,211,211,5.2519,1999,24
117,206,213,214,38.851,1999,40617
118,203,210,210,8.5529,1999,81
119,206,213,214,24.9904,1999,1262
120,201,208,208,48.8632,1999,37301
121,201,214,213,40.1077,1999,4018
122,202,209,209,7.7319,1999,0
123,201,208,211,13.6555,1999,285
124,201,208,208,40.8459,1999,20628
125,206,213,214,5.4346,1999,2924
126,201,208,208,24.4451,1999,1400
127,201,214,213,45.4873,1999,27041
128,201,214,213,47.3879,1999,244952
129,202,209,209,17.0387,1999,2445
130,205,213,214,17.0868,1999,1
131,203,211,211,3.802,1999,762
132,203,211,211,2.7237,1999,161
133,200,207,207,41.6846,1999,31664
134,205,213,214,26.1465,1999,8
135,205,213,211,3.5051,1999,199
136,204,212,212,7.7716,1999,465
137,200,207,207,57.9931,1999,316184
138,202,209,209,14.714,1999,1032
139,202,209,209,17.1086,1999,10882
140,206,213,214,16.7159,1999,37370
141,205,213,214,14.7206,1999,4
142,205,213,214,31.3163,1999,5711
143,203,211,211,6.2484,1999,2363
144,206,213,214,38.221,1999,16090
145,203,211,211,3.5428,1999,410
146,202,209,209,18.4705,1999,2597
147,204,212,212,17.2949,1999,2067
148,204,212,212,6.9211,1999,79
149,203,210,210,28.7327,1999,1089
150,203,210,210,11.029,1999,2511
151,203,210,211,9.2432,1999,11665
152,201,208,208,46.8942,1999,15519
153,204,212,212,12.2713,1999,7217
154,204,208,212,38.0415,1999,37470
155,201,214,213,39.0099,1999,14600
156,206,213,211,1.7297,1999,77
157,205,213,214,12.8815,1999,193
158,201,214,213,49.735,1999,10147
159,202,209,209,15.6677,1999,2670
160,203,211,211,2.8135,1999,1
161,201,208,208,44.2761,1999,18519
162,203,210,210,8.084,1999,553
163,201,208,208,57.1961,1999,17388
164,201,214,213,22.7928,1999,127
165,202,209,209,17.1102,1999,198
166,203,211,211,5.2119,1999,291
167,203,211,211,3.347,1999,59
168,203,211,211,2.3178,1999,204
169,201,208,208,29.0899,1999,961
170,201,208,211,8.7217,1999,12
171,204,212,212,12.4186,1999,6121
172,202,209,209,6.0214,1999,3
173,201,214,213,45.0742,1999,18571
174,201,214,213,37.6001,1999,7094
175,206,213,214,12.4846,1999,11106
176,200,210,210,29.1497,1999,5890
177,200,210,210,30.5931,1999,3379
178,206,213,214,40.9143,1999,1403
179,205,213,214,7.3776,1999,22
180,202,209,209,17.7762,1999,360
181,204,212,212,19.1907,1999,3255
182,204,210,210,19.4984,1999,27457
183,205,213,214,24.9504,1999,6
184,201,208,208,33.977,1999,48028
185,201,208,208,33.8926,1999,38721
186,203,210,210,11.4335,1999,4462
187,202,209,209,8.5263,1999,454
188,203,215,211,4.6518,1999,18513
189,200,210,210,29.4375,1999,16636
190,202,209,209,12.8481,1999,29
191,202,209,209,11.1851,1999,6505
192,202,209,209,9.181,1999,3
193,206,213,214,15.833,1999,22368
194,205,213,214,12.406,1999,78
195,205,213,214,8.9819,1999,52
196,204,212,212,38.4727,1999,28689
197,201,208,208,18.0871,1999,18339
198,201,208,208,36.4279,1999,16178
199,201,208,208,26.1186,1999,10814
0,200,207,207,62.6934,2000,62334
1,201,208,208,50.0148,2000,38957
2,202,209,209,6.3449,2000,1
3,203,210,210,12.0308,2000,661
4,203,211,211,3.4988,2000,3
5,204,212,212,5.8422,2000,312
6,202,209,209,11.1153,2000,7982
7,204,210,210,15.8743,2000,635
8,202,209,209,9.9459,2000,15
9,205,213,211,3.5167,2000,874
10,203,211,211,3.0771,2000,239
11,204,210,210,34.6657,2000,4875
12,201,208,208,37.0737,2000,9953
13,203,211,211,2.9819,2000,346
14,201,214,213,38.9525,2000,11347
15,201,214,213,40.442,2000,21690
16,200,207,207,44.3319,2000,166002
17,203,210,210,7.8644,2000,569
18,204,212,212,4.681,2000,69
19,202,209,211,7.6677,2000,45
20,203,210,210,6.6013,2000,278
21,203,210,210,5.1947,2000,512
22,202,209,209,11.9836,2000,87
23,202,209,209,29.5216,2000,7544
24,202,209,209,18.9166,2000,66018
25,202,209,209,8.947,2000,33
26,206,213,211,4.9335,2000,31
27,200,207,207,32.1463,2000,480
28,201,208,208,10.0919,2000,503
29,201,214,213,43.385,2000,7040
30,203,215,211,3.749,2000,1214
31,203,211,211,3.4548,2000,268
32,202,209,209,5.7038,2000,1398
33,206,213,214,21.2894,2000,369798
34,201,214,213,41.3842,2000,31144
35,201,214,213,36.022,2000,22295
36,201,214,213,38.3727,2000,83910
37,201,214,213,30.835,2000,3543
38,205,213,214,9.6695,2000,4
39,202,209,209,13.4308,2000,11652
40,201,208,208,40.3622,2000,779
41,201,214,213,17.0603,2000,228
42,202,209,209,7.6622,2000,602
43,202,209,209,4.1224,2000,579
44,204,211,211,3.5297,2000,42
45,203,211,211,2.6806,2000,244
46,203,211,211,2.7671,2000,2101
47,201,208,212,43.3214,2000,1063
48,202,209,209,14.0098,2000,17
49,203,211,211,3.4835,2000,233
50,202,209,209,23.1225,2000,4912
51,204,212,212,22.3011,2000,13411
52,202,209,209,14.0339,2000,4508
53,204,212,212,22.4936,2000,43306
54,201,208,208,27.0975,2000,2455
55,203,211,211,2.7885,2000,1109
56,203,211,211,5.2994,2000,69
57,201,208,208,48.297,2000,144000
58,203,211,211,2.4728,2000,140
59,205,213,214,9.9314,2000,202
60,203,211,211,2.7365,2000,2103
61,205,213,214,20.5073,2000,73
62,201,214,213,28.0922,2000,1194
63,203,211,211,3.7698,2000,2552
64,204,210,210,22.5544,2000,1172
65,201,214,213,35.8658,2000,25270
66,201,214,213,46.5676,2000,16230
67,201,214,213,40.1379,2000,2491
68,201,214,213,54.8726,2000,2875
69,201,214,213,46.4378,2000,1298
70,203,211,211,3.9164,2000,432
71,202,209,209,7.8951,2000,15
72,202,209,209,21.4281,2000,8698
73,202,209,209,27.1082,2000,535
74,202,209,209,17.8396,2000,4021
75,203,210,210,5.5707,2000,253
76,202,209,209,30.0951,2000,8018
77,203,211,211,5.7502,2000,559
78,206,213,214,22.864,2000,106975
79,200,207,207,44.6817,2000,1277526
80,203,211,211,4.0043,2000,216
81,200,212,212,19.4509,2000,20825
82,204,212,212,23.9377,2000,21320
83,203,211,211,2.0991,2000,9
84,204,212,211,3.5766,2000,474
85,203,211,211,3.4538,2000,1869
86,202,209,209,16.2187,2000,814
87,204,212,212,16.0333,2000,2411
88,206,213,211,1.7624,2000,2145
89,200,210,210,23.5912,2000,5719
90,201,208,208,25.4874,2000,31372
91,200,210,210,20.1524,2000,2152
92,206,213,214,35.4937,2000,11858
93,205,213,214,27.6329,2000,76
94,202,209,209,16.6148,2000,14
95,206,213,211,3.3899,2000,1988
96,204,212,212,6.5456,2000,272
97,206,213,214,38.1125,2000,6851
98,204,212,212,11.8489,2000,1049
99,201,214,213,48.7903,2000,6153
100,204,212,212,14.9896,2000,1633
101,202,209,209,11.3506,2000,34
102,200,207,207,9.8558,2000,3372
103,201,208,208,37.7811,2000,2201
104,203,211,211,4.5126,2000,163
105,203,211,211,2.2784,2000,13
106,203,211,211,7.1608,2000,149
107,204,212,212,28.5846,2000,18584
108,203,211,211,2.7821,2000,1
109,203,210,210,20.5193,2000,1023
110,201,208,208,31.0534,2000,20344
111,200,207,207,22.4135,2000,130
112,202,209,209,14.1533,2000,33527
113,205,213,214,18.9181,2000,36
114,203,210,210,9.1645,2000,247
115,201,214,213,50.9342,2000,26956
116,203,211,211,5.0457,2000,23
117,206,213,214,37.831,2000,39552
118,203,210,210,8.4512,2000,83
119,206,213,214,23.6372,2000,1185
120,201,208,208,46.5468,2000,36197
121,201,214,213,38.8245,2000,3953
122,202,209,209,7.4348,2000,0
123,201,208,211,12.3736,2000,254
124,201,208,208,39.0651,2000,19914
125,206,213,214,5.0494,2000,2661
126,201,208,208,23.9119,2000,1364
127,201,214,213,44.097,2000,26969
128,201,214,213,46.4534,2000,247909
129,202,209,209,16.5104,2000,2345
130,205,213,214,17.5794,2000,1
131,203,211,211,3.8137,2000,782
132,203,211,211,2.6751,2000,158
133,200,207,207,40.1099,2000,30238
134,205,213,214,25.7229,2000,8
135,205,213,211,3.5023,2000,198
136,204,212,212,7.2426,2000,423
137,200,207,207,56.9806,2000,313322
138,202,209,209,14.3546,2000,1013
139,202,209,209,16.0961,2000,10193
140,206,213,214,16.6756,2000,37423
141,205,213,214,14.1906,2000,4
142,205,213,214,30.768,2000,5761
143,203,211,211,5.7567,2000,2186
144,206,213,214,37.9099,2000,15455
145,203,211,211,3.351,2000,399
146,202,209,209,18.0503,2000,2517
147,204,212,212,16.9564,2000,2050
148,204,212,212,6.6376,2000,81
149,203,210,210,27.2803,2000,868
150,203,210,210,10.2292,2000,2306
151,203,210,211,8.9366,2000,11625
152,201,208,208,44.1104,2000,14719
153,204,212,212,11.5533,2000,6879
154,204,208,212,37.3679,2000,37468
155,201,214,213,38.1643,2000,14528
156,206,213,211,1.5893,2000,86
157,205,213,214,12.7842,2000,194
158,201,214,213,49.1203,2000,10034
159,202,209,209,14.777,2000,2442
160,203,211,211,2.5689,2000,1
161,201,208,208,44.6472,2000,19347
162,203,210,210,7.789,2000,588
163,201,208,208,55.9945,2000,17481
164,201,214,213,22.4734,2000,129
165,202,209,209,16.9201,2000,196
166,203,211,211,4.9853,2000,273
167,203,211,211,3.2125,2000,58
168,203,211,211,2.3021,2000,207
169,201,208,208,29.6209,2000,984
170,201,208,211,8.6961,2000,13
171,204,212,212,12.0807,2000,6038
172,202,209,209,5.7291,2000,3
173,201,214,213,44.042,2000,18653
174,201,214,213,36.7483,2000,7106
175,206,213,214,11.8136,2000,10077
176,200,210,210,28.2696,2000,5642
177,200,210,210,30.1116,2000,3266
178,206,213,214,39.2282,2000,1356
179,205,213,214,7.1965,2000,21
180,202,209,209,17.6824,2000,359
181,204,212,212,17.9785,2000,3027
182,204,210,210,18.4374,2000,25362
183,205,213,214,24.5376,2000,6
184,201,208,208,32.9459,2000,47801
185,201,208,208,33.1039,2000,38652
186,203,210,210,10.9287,2000,4191
187,202,209,209,8.3825,2000,436
188,203,215,211,4.6083,2000,18764
189,200,210,210,28.758,2000,15936
190,202,209,209,12.8947,2000,29
191,202,209,209,10.912,2000,6370
192,202,209,209,9.0295,2000,3
193,206,213,214,15.0157,2000,21419
194,205,213,214,12.1448,2000,77
195,205,213,214,8.6517,2000,50
196,204,212,212,37.4747,2000,28143
197,201,208,208,17.4772,2000,16968
198,201,208,208,35.8207,2000,16242
199,201,208,208,26.6496,2000,11296
0,200,207,207,61.4829,2001,59593
1,201,208,208,48.9849,2001,39368
2,202,209,209,6.1138,2001,1
3,203,210,210,11.7327,2001,603
4,203,211,211,3.2949,2001,2
5,204,212,212,5.6968,2001,319
6,202,209,209,10.9948,2001,7826
7,204,210,210,15.1427,2001,581
8,202,209,209,9.775,2001,13
9,205,213,211,3.4834,2001,857
10,203,211,211,3.0564,2001,231
11,204,210,210,33.1783,2001,4553
12,201,208,208,36.5024,2001,10102
13,203,211,211,2.8602,2001,330
14,201,214,213,38.2145,2001,11390
15,201,214,213,39.6538,2001,21738
16,200,207,207,42.4689,2001,159434
17,203,210,210,7.5429,2001,522
18,204,212,212,4.3254,2001,63
19,202,209,211,7.8659,2001,47
20,203,210,210,6.2172,2001,256
21,203,210,210,4.3894,2001,424
22,202,209,209,11.5918,2001,85
23,202,209,209,28.5813,2001,7267
24,202,209,209,17.8696,2001,61376
25,202,209,209,9.0244,2001,33
26,206,213,211,4.9679,2001,31
27,200,207,207,31.0849,2001,455
28,201,208,208,11.1022,2001,564
29,201,214,213,42.6375,2001,7042
30,203,215,211,3.801,2001,1240
31,203,211,211,3.4404,2001,247
32,202,209,209,5.4337,2001,1321
33,206,213,214,19.8658,2001,327680
34,201,214,213,40.7863,2001,31131
35,201,214,213,35.1662,2001,22211
36,201,214,213,37.9958,2001,85218
37,201,214,213,30.3559,2001,3710
38,205,213,214,9.2176,2001,3
39,202,209,209,13.0218,2001,11197
40,201,208,208,39.8401,2001,776
41,201,214,213,16.1195,2001,212
42,202,209,209,7.5141,2001,581
43,202,209,209,4.0256,2001,547
44,204,211,211,3.3016,2001,39
45,203,211,211,2.5286,2001,230
46,203,211,211,2.7437,2001,1995
47,201,208,212,42.6824,2001,1076
48,202,209,209,14.5809,2001,19
49,203,211,211,3.3234,2001,217
50,202,209,209,23.0233,2001,4861
51,204,212,212,21.8903,2001,13272
52,202,209,209,13.2708,2001,4252
53,204,212,212,21.6872,2001,42372
54,201,208,208,26.6191,2001,2393
55,203,211,211,2.7373,2001,1108
56,203,211,211,4.8365,2001,61
57,201,208,208,47.2865,2001,143584
58,203,211,211,2.3757,2001,133
59,205,213,214,10.0976,2001,207
60,203,211,211,2.7191,2001,2083
61,205,213,214,20.1686,2001,69
62,201,214,213,27.7794,2001,1205
63,203,211,211,3.6966,2001,2467
64,204,210,210,21.3994,2001,1059
65,201,214,213,35.0377,2001,25173
66,201,214,213,44.4451,2001,15524
67,201,214,213,39.347,2001,2500
68,201,214,213,53.8815,2001,2859
69,201,214,213,45.8264,2001,1326
70,203,211,211,3.5891,2001,394
71,202,209,209,7.9377,2001,15
72,202,209,209,20.8285,2001,8558
73,202,209,209,26.5981,2001,513
74,202,209,209,17.3628,2001,3918
75,203,210,210,5.3228,2001,237
76,202,209,209,29.7343,2001,7855
77,203,211,211,5.4414,2001,527
78,206,213,214,22.0707,2001,103244
79,200,207,207,43.2753,2001,1247222
80,203,211,211,3.8867,2001,219
81,200,212,212,18.7647,2001,20294
82,204,212,212,23.6577,2001,21406
83,203,211,211,1.9803,2001,8
84,204,212,211,3.4464,2001,458
85,203,211,211,3.2392,2001,1731
86,202,209,209,16.0097,2001,793
87,204,212,212,15.6708,2001,2364
88,206,213,211,1.7099,2001,2031
89,200,210,210,22.9452,2001,5495
90,201,208,208,25.0225,2001,31759
91,200,210,210,19.7711,2001,2114
92,206,213,214,33.7237,2001,11201
93,205,213,214,26.9028,2001,73
94,202,209,209,15.969,2001,13
95,206,213,211,3.1955,2001,1702
96,204,212,212,6.3604,2001,273
97,206,213,214,37.1866,2001,6567
98,204,212,212,11.2163,2001,993
99,201,214,213,46.6387,2001,5973
100,204,212,212,14.5743,2001,1730
101,202,209,209,11.6742,2001,33
102,200,207,207,9.1539,2001,3255
103,201,208,208,37.5876,2001,2206
104,203,211,211,4.3745,2001,143
105,203,211,211,2.1443,2001,12
106,203,211,211,6.5973,2001,134
107,204,212,212,27.7895,2001,17909
108,203,211,211,2.7019,2001,1
109,203,210,210,18.8233,2001,915
110,201,208,208,30.2732,2001,20127
111,200,207,207,19.9628,2001,112
112,202,209,209,13.1859,2001,31135
113,205,213,214,18.9926,2001,36
114,203,210,210,8.7112,2001,227
115,201,214,213,49.2465,2001,26980
116,203,211,211,4.8795,2001,20
117,206,213,214,36.8064,2001,38944
118,203,210,210,8.3471,2001,74
119,206,213,214,22.3022,2001,1101
120,201,208,208,44.2686,2001,35021
121,201,214,213,37.4572,2001,3891
122,202,209,209,7.1744,2001,0
123,201,208,211,11.2628,2001,226
124,201,208,208,36.9904,2001,19230
125,206,213,214,4.7212,2001,2384
126,201,208,208,23.2639,2001,1311
127,201,214,213,42.6767,2001,26795
128,201,214,213,45.3257,2001,248767
129,202,209,209,15.9508,2001,2246
130,205,213,214,18.0628,2001,1
131,203,211,211,3.7814,2001,761
132,203,211,211,2.6078,2001,148
133,200,207,207,38.6358,2001,28549
134,205,213,214,25.3355,2001,8
135,205,213,211,3.4952,2001,194
136,204,212,212,6.7905,2001,389
137,200,207,207,56.0084,2001,314462
138,202,209,209,13.9214,2001,990
139,202,209,209,15.0324,2001,9327
140,206,213,214,16.5085,2001,37929
141,205,213,214,13.6982,2001,4
142,205,213,214,30.2204,2001,5813
143,203,211,211,5.4238,2001,2030
144,206,213,214,37.5569,2001,14982
145,203,211,211,3.175,2001,359
146,202,209,209,17.6291,2001,2427
147,204,212,212,16.6767,2001,2040
148,204,212,212,6.3732,2001,82
149,203,210,210,25.859,2001,821
150,203,210,210,9.7031,2001,2114
151,203,210,211,8.5273,2001,11546
152,201,208,208,41.0605,2001,13833
153,204,212,212,10.8831,2001,6452
154,204,208,212,36.7091,2001,37555
155,201,214,213,37.0981,2001,14359
156,206,213,211,1.4762,2001,64
157,205,213,214,12.6766,2001,196
158,201,214,213,48.4916,2001,10268
159,202,209,209,13.9836,2001,2198
160,203,211,211,2.3524,2001,1
161,201,208,208,44.9977,2001,20222
162,203,210,210,7.4721,2001,617
163,201,208,208,54.8056,2001,17601
164,201,214,213,22.1,2001,130
165,202,209,209,16.8667,2001,196
166,203,211,211,4.7751,2001,246
167,203,211,211,3.0689,2001,54
168,203,211,211,2.2726,2001,208
169,201,208,208,29.8035,2001,990
170,201,208,211,8.6775,2001,12
171,204,212,212,11.753,2001,6092
172,202,209,209,5.4775,2001,2
173,201,214,213,43.0742,2001,18763
174,201,214,213,35.8872,2001,7115
175,206,213,214,11.1804,2001,9369
176,200,210,210,27.135,2001,5396
177,200,210,210,29.4601,2001,3123
178,206,213,214,37.5661,2001,1319
179,205,213,214,6.9856,2001,21
180,202,209,209,17.5874,2001,357
181,204,212,212,16.907,2001,2822
182,204,210,210,17.1795,2001,24123
183,205,213,214,24.2058,2001,6
184,201,208,208,31.7762,2001,47437
